N,M,Result
665,93,429
690,80,401
750,53,659
802,21,664
195,21,173
815,93,364
641,33,458
434,17,292
695,95,679
287,42,250
438,97,308
125,17,24
112,5,107
879,37,531
557,20,277
833,40,460
482,50,282
788,24,529
234,72,167
504,86,225
599,97,528
728,48,460
439,99,85
443,37,273
153,31,126
693,89,14
855,63,855
470,61,428
865,20,59
714,33,155
510,7,12
545,69,534
109,9,60
317,72,121
619,13,252
98,11,19
497,99,201
612,95,592
291,65,151
258,78,124
639,36,122
12,4,1
235,56,228
532,52,50
49,39,21
943,50,731
329,57,25
614,43,53
394,40,2
963,83,354
670,13,265
162,52,158
682,29,269
68,9,38
143,57,15
202,70,14
696,65,493
636,95,382
187,12,181
986,50,966
138,4,63
222,30,133
507,22,134
115,46,25
150,3,136
608,89,273
745,28,669
840,27,457
501,20,217
849,86,845
705,33,568
988,83,475
454,16,62
807,80,19
324,53,279
438,9,143
924,77,541
12,8,5
976,96,636
851,50,593
37,8,22
263,85,137
397,71,257
473,16,366
552,67,122
605,62,344
944,75,614
746,41,281
92,72,19
871,11,56
183,94,73
670,18,208
323,93,301
851,84,652
378,49,183
187,10,33
463,74,252
452,77,419
708,66,492
955,57,214
469,86,140
650,68,228
693,99,82
38,10,5
308,13,214
150,30,9
14,11,1
173,79,14
666,13,213
977,12,921
884,88,116
96,45,94
595,48,32
99,45,33
716,98,63
652,36,590
220,91,82
514,30,166
22,5,17
889,47,559
751,99,22
251,54,228
889,53,712
716,58,98
75,42,29
506,14,382
74,32,69
826,50,183
227,70,37
344,53,344
841,98,646
135,13,58
962,11,104
228,30,87
42,23,11
632,96,110
467,1,467
963,3,493
169,8,150
489,19,119
11,10,7
197,25,93
829,74,267
594,80,404
24,17,6
861,84,638
509,62,483
330,3,281
18,4,9
100,34,5
313,24,313
154,13,9
349,88,309
616,65,517
724,40,9
422,1,422
553,18,526
703,50,172
625,29,567
294,70,29
491,80,274
590,69,242
217,1,217
182,54,136
217,32,150
641,2,259
419,11,169
897,19,412
173,36,152
146,93,99
983,18,6
426,38,325
905,26,475
432,44,116
288,72,153
437,13,23
391,100,203
168,9,34
183,9,169
505,83,81
406,95,90
471,59,375
532,80,493
93,41,23
734,93,565
580,58,18
780,100,131
634,50,85
776,26,470
199,12,137
190,90,142
396,90,143
937,13,547
215,13,46
727,41,242
521,85,108
365,69,202
851,8,825
197,21,18
383,84,61
91,15,5
282,97,79
214,54,84
105,100,7
280,4,249
452,89,107
79,4,42
844,47,181
292,55,13
928,95,261
101,2,75
911,35,818
516,61,287
638,51,186
534,24,287
847,21,800
444,16,353
213,10,88
546,88,3
110,22,55
837,34,59
747,23,551
427,69,122
629,11,415
360,78,90
172,28,113
741,68,138
372,34,346
497,3,427
254,27,227
683,59,355
817,31,683
644,97,558
298,70,11
313,80,251
898,23,786
86,29,45
279,5,8
979,2,935
768,32,339
28,6,22
284,86,133
149,35,80
384,39,143
178,72,37
963,23,432
360,4,278
374,84,66
479,79,425
635,3,308
487,94,366
693,45,508
30,5,3
232,40,29
6,6,4
969,22,174
985,94,551
624,1,624
458,34,407
986,36,572
367,80,162
329,11,284
454,98,322
836,15,97
685,91,14
834,70,397
31,23,16
751,36,691
660,100,369
645,46,334
899,72,751
504,69,317
16,16,11
80,36,50
61,24,45
492,53,376
548,9,123
556,17,419
49,21,37
343,24,51
264,6,256
687,50,72
756,11,445
256,32,226
215,42,197
13,8,13
113,79,90
434,22,401
374,79,183
612,67,46
126,44,100
29,22,5
611,52,134
990,51,460
327,32,191
647,24,25
189,53,118
768,17,57
238,5,81
401,72,66
959,90,437
694,72,239
922,24,330
755,51,594
468,72,92
888,95,106
292,79,25
378,41,330
470,66,417
706,91,531
356,15,271
751,1,751
443,12,383
927,76,663
70,64,1
332,61,302
962,16,735
22,1,22
414,63,295
948,78,214
481,59,11
758,6,578
658,99,12
121,56,27
581,26,132
615,25,189
423,8,317
68,56,29
651,11,6
76,26,39
660,30,456
982,71,431
973,54,311
510,85,207
59,41,55
745,73,119
291,2,71
240,56,32
784,41,304
359,98,305
984,80,767
908,74,7
257,43,32
261,39,139
402,3,142
10,3,4
21,1,21
367,43,87
972,57,214
601,64,85
284,90,185
986,76,366
593,5,254
216,84,95
811,16,95
787,71,663
670,70,179
392,20,258
1000,17,431
514,8,105
500,64,237
943,7,5
339,77,320
869,76,730
999,83,393
970,88,243
443,53,115
747,82,248
706,81,240
841,99,144
790,17,431
770,25,622
494,53,482
314,7,279
186,80,95
953,36,355
176,82,123
163,63,94
794,15,297
982,40,44
824,57,737
862,86,253
231,95,5
191,9,56
701,22,157
807,49,183
711,69,128
88,86,54
633,96,206
352,87,139
960,26,22
962,91,710
380,15,268
350,64,297
151,55,30
355,36,124
584,10,561
131,78,12
71,12,64
793,94,237
580,100,413
212,25,56
894,77,54
659,74,308
792,86,45
46,10,43
666,68,659
636,31,129
671,37,506
482,74,240
737,83,233
493,67,351
121,72,84
973,32,862
487,65,339
737,7,314
752,16,712
789,36,531
926,39,213
493,70,477
635,74,471
97,42,97
192,69,121
396,34,8
937,47,66
751,71,408
993,80,500
246,91,112
866,22,664
316,65,261
815,34,147
144,59,90
60,50,51
111,77,86
296,48,274
970,23,593
288,95,238
647,22,326
336,81,214
468,45,131
965,60,653
23,9,11
380,86,124
183,60,162
685,13,460
620,65,159
752,57,551
160,44,24
23,23,22
240,19,24
677,16,220
855,47,698
994,66,899
580,75,223
756,19,225
663,42,385
186,85,60
993,81,776
810,94,228
841,88,648
78,25,70
848,1,848
654,36,8
450,79,445
293,57,159
463,67,251
435,68,116
443,13,101
612,48,241
703,56,497
606,23,19
785,7,650
1000,31,995
356,99,205
612,89,17
544,35,67
650,85,573
837,96,825
635,86,116
143,3,115
811,66,475
19,16,5
303,68,271
673,60,167
340,99,17
195,69,134
536,22,247
529,99,287
244,53,244
293,29,103
668,69,607
760,57,251
600,25,422
763,31,574
344,72,75
546,18,400
983,18,6
965,52,714
357,28,248
785,91,272
780,74,661
180,26,72
124,4,7
876,41,768
783,68,708
647,42,367
779,15,72
802,75,412
770,4,323
684,24,238
627,45,177
299,51,19
681,96,205
479,71,415
289,55,140
422,86,117
728,89,277
73,67,6
547,92,362
564,53,522
317,62,275
66,1,66
384,54,238
291,2,71
24,2,17
420,96,80
263,61,223
38,6,16
580,18,457
761,46,27
294,49,92
35,15,12
330,85,220
799,13,475
1000,21,350
248,29,151
52,2,41
932,66,642
327,28,93
692,59,197
636,42,544
528,52,374
192,74,185
102,94,98
178,48,149
287,67,223
192,36,110
151,10,23
435,35,182
539,41,122
763,93,269
471,36,176
754,40,466
890,45,763
458,99,166
432,39,388
387,85,42
466,98,116
637,22,106
620,52,602
973,35,164
294,63,102
251,47,226
333,13,223
529,44,36
619,59,476
82,50,16
748,25,72
199,68,113
581,42,61
815,14,145
702,30,357
613,60,429
221,8,197
244,33,91
819,40,722
183,65,120
769,32,371
78,31,29
924,39,135
439,68,388
325,55,283
550,50,59
943,41,811
152,1,152
190,42,152
401,54,374
560,67,99
856,56,538
480,86,134
261,15,70
242,99,147
973,54,311
327,36,143
946,49,877
878,47,42
86,52,42
103,12,15
974,94,497
566,17,24
86,81,25
562,41,515
77,54,75
802,77,608
540,44,520
722,21,489
394,32,175
977,69,916
571,60,274
973,77,521
267,7,225
411,72,380
961,41,602
874,32,446
252,3,47
140,83,75
119,81,37
539,71,97
887,11,232
476,40,221
566,17,24
174,55,156
843,34,263
726,70,611
718,23,608
285,16,265
834,38,776
577,100,113
671,98,513
202,94,122
885,78,797
693,99,82
874,24,87
942,14,122
328,57,297
915,73,47
65,15,13
752,37,684
175,99,134
59,50,1
155,68,116
637,72,141
521,23,333
261,32,129
881,18,82
790,53,479
389,10,43
20,16,1
855,80,527
423,91,185
365,95,66
863,49,413
828,80,54
998,38,659
847,57,381
800,21,622
616,18,517
306,47,28
661,48,31
121,15,20
281,88,268
610,51,15
415,40,22
745,71,728
696,65,493
399,36,197
317,66,40
462,52,386
908,39,432
854,1,854
33,27,5
247,49,218
506,24,138
240,84,52
191,30,33
82,7,17
684,13,447
348,55,207
406,3,154
951,24,78
60,27,50
656,79,360
652,77,604
411,68,181
37,5,1
750,60,517
631,62,96
160,39,120
421,16,407
191,87,117
460,40,52
347,39,166
306,51,71
565,44,525
360,5,66
72,33,62
576,69,441
930,4,43
431,32,114
990,19,279
552,50,159
411,65,313
303,35,290
50,27,1
67,60,25
15,13,5
826,7,129
523,25,179
926,15,558
154,53,140
702,95,648
351,32,284
839,20,402
401,9,233
174,34,93
234,35,14
720,38,306
215,96,75
30,27,20
460,100,310
631,79,317
200,50,23
312,94,52
514,96,235
211,9,28
173,36,152
649,38,347
554,50,259
781,75,420
319,96,305
341,5,318
830,89,811
689,93,635
98,38,80
96,18,38
339,47,288
651,59,465
973,54,311
95,7,15
920,73,412
886,81,540
506,52,262
738,9,554
216,90,42
183,24,76
284,98,9
324,95,304
156,40,77
539,53,296
61,47,25
901,100,459
870,7,437
922,42,235
722,81,103
922,9,591
698,46,74
503,85,120
634,94,249
728,100,224
7,7,5
74,38,25
32,12,28
37,5,1
667,14,320
261,89,183
154,81,152
49,27,24
576,80,135
821,16,255
322,2,133
658,75,512
941,9,762
811,68,223
33,29,16
517,55,70
590,60,251
911,35,818
912,23,204
64,60,43
322,19,170
414,99,176
675,53,237
715,39,200
119,17,46
584,48,99
420,21,245
344,97,145
682,45,13
866,65,687
203,87,177
187,65,9
543,22,401
629,28,157
933,79,169
922,93,785
257,23,195
828,22,664
559,47,40
51,47,8
655,13,70
793,45,576
254,85,149
683,84,285
737,68,605
698,75,120
794,8,369
170,29,147
399,83,300
750,66,350
577,41,566
36,17,29
343,96,300
660,83,144
477,81,386
178,67,15
143,80,95
902,81,43
610,89,451
736,59,654
722,75,498
144,22,38
756,100,45
492,93,393
38,18,11
222,4,17
613,38,243
982,36,428
63,23,19
270,8,107
676,32,287
732,14,536
26,19,8
98,62,86
641,47,277
246,48,38
43,34,43
389,80,24
358,7,267
502,54,470
343,28,205
556,16,153
78,72,36
189,23,162
350,60,135
684,37,311
528,14,174
82,26,36
445,91,8
102,64,78
305,14,283
35,8,6
777,72,323
108,15,57
395,37,172
917,67,868
662,97,348
588,4,285
114,90,23
837,96,825
41,40,3
301,98,210
337,3,302
175,7,18
247,38,90
174,60,156
263,100,33
172,90,151
938,60,927
361,79,258
462,92,105
819,83,9
861,52,750
169,1,169
55,13,16
281,57,52
793,8,361
376,94,222
863,78,820
478,17,126
526,82,404
303,1,303
25,22,1
578,73,447
507,27,89
8,6,1
259,35,145
400,62,59
490,31,126
696,94,75
94,65,80
104,6,92
282,41,6
322,14,214
172,43,18
839,39,364
287,63,242
433,45,357
512,55,311
25,20,9
235,34,135
195,42,171
676,17,656
298,5,103
526,29,524
865,89,546
206,67,160
883,25,140
104,36,92
450,65,272
689,4,689
700,39,325
895,34,283
635,44,3
634,90,279
669,15,595
109,98,105
12,8,5
995,39,989
588,72,297
848,97,342
412,25,209
851,72,779
750,90,351
175,19,49
620,25,314
446,78,371
74,73,12
38,10,5
107,86,27
418,63,131
868,34,252
896,68,894
331,30,119
627,76,135
572,31,554
67,7,61
491,9,145
745,61,564
929,94,83
769,51,549
686,93,356
824,69,229
64,22,60
901,92,263
299,17,160
475,34,51
969,29,386
169,34,95
256,7,148
844,55,697
98,14,64
215,69,79
909,5,308
197,60,51
362,58,349
204,68,48
275,78,114
863,54,780
197,56,39
98,35,13
400,69,327
140,38,19
814,76,738
589,27,84
317,55,163
947,53,110
921,18,802
464,85,198
905,7,682
909,52,603
666,71,54
319,82,19
492,87,161
161,3,11
11,2,7
913,6,713
778,19,643
388,83,174
365,69,202
115,63,98
804,87,625
564,80,318
775,43,756
799,72,328
275,59,99
925,41,73
18,10,3
191,57,80
923,83,802
927,88,265
441,87,384
132,54,82
300,91,115
906,96,497
871,83,76
443,34,344
580,17,262
385,66,321
163,79,69
273,65,111
810,89,664
305,98,300
259,72,247
842,68,678
686,82,270
727,16,312
393,20,278
112,34,93
139,66,34
8,3,7
526,69,291
29,25,27
951,18,413
243,71,23
377,48,151
825,7,122
587,27,30
228,46,60
151,3,139
752,2,481
141,92,119
619,71,573
324,2,137
599,79,252
141,97,80
316,25,4
677,20,202
205,76,193
486,33,354
446,83,411
196,76,110
623,34,117
622,74,138
17,16,10
894,66,861
572,56,154
331,47,245
940,5,463
924,68,67
517,79,452
544,100,186
487,19,81
15,9,15
75,46,65
672,72,28
972,28,201
753,50,485
32,16,7
771,28,649
276,14,162
129,56,99
208,69,21
354,67,253
16,16,11
513,44,378
708,8,429
149,73,99
901,92,263
930,69,523
56,28,54
326,61,264
183,75,110
536,91,450
664,82,491
990,2,957
829,77,240
376,28,43
864,21,307
375,72,143
52,5,29
7,7,5
837,64,133
847,85,200
637,66,497
562,4,181
865,40,32
429,77,402
739,49,709
207,61,81
948,57,767
901,23,855
166,98,135
676,43,116
297,51,216
964,57,727
795,58,121
19,14,17
55,47,35
952,19,533
233,14,71
336,28,9
55,36,24
591,54,392
573,48,153
490,43,249
999,59,746
173,42,159
100,25,94
908,41,300
188,40,157
885,35,796
397,10,123
942,39,837
780,84,388
988,62,705
289,35,95
965,19,780
722,65,50
828,20,182
110,23,81
934,100,80
258,43,75
119,85,84
288,81,73
435,99,128
340,61,118
733,21,720
259,1,259
76,63,9
645,81,45
663,61,469
130,92,57
673,92,412
897,46,462
187,71,125
958,73,364
26,1,26
779,14,446
181,19,163
908,82,208
636,91,197
930,90,660
232,9,217
66,62,48
709,38,600
938,20,611
603,44,458
874,57,193
217,78,22
623,76,457
235,61,11
507,79,174
12,5,1
697,87,301
492,2,473
959,26,956
532,9,514
227,41,58
87,3,52
180,74,41
982,67,491
436,96,330
612,63,71
581,15,493
857,6,377
817,52,140
80,42,3
68,28,17
297,83,127
366,1,366
319,89,139
424,21,329
493,86,277
522,89,504
56,16,46
290,60,61
45,5,41
16,12,1
381,30,191
599,91,532
423,69,272
374,55,193
239,71,222
435,90,330
494,71,19
980,26,542
569,73,362
254,63,57
391,71,225
898,90,519
87,56,2
569,41,238
42,24,1
441,79,179
192,37,29
676,67,463
26,6,10
878,65,598
532,65,209
907,86,582
949,98,513
806,89,308
108,73,45
757,17,635
109,27,61
328,9,286
614,82,224
711,79,614
439,35,322
534,22,203
244,68,73
272,76,64
952,91,755
403,61,249
520,36,458
966,42,182
439,91,348
661,57,298
778,88,748
990,75,190
217,68,86
692,62,571
148,13,85
498,35,39
127,9,106
436,28,79
91,84,49
936,97,864
914,82,700
686,76,685
581,93,96
427,89,87
190,84,143
320,42,122
188,21,26
542,86,355
299,48,121
656,100,626
96,44,1
778,51,234
880,81,54
410,62,273
132,64,9
230,81,45
896,66,98
409,99,94
36,17,29
983,45,274
334,48,219
962,38,272
9,4,1
834,42,78
381,29,313
889,1,889
973,58,743
989,43,329
665,21,657
167,63,14
420,54,171
684,18,460
689,48,11
221,8,197
795,78,473
716,74,402
455,20,254
292,66,221
261,65,134
499,96,315
734,25,468
483,23,451
709,50,472
278,25,246
994,53,655
106,66,61
616,63,323
566,71,352
338,35,244
835,46,214
405,60,24
633,72,489
499,13,357
88,68,66
547,9,114
995,83,61
883,82,843
960,74,96
165,73,6
756,1,756
761,41,138
716,98,63
752,65,523
583,3,152
10,4,5
835,98,58
537,18,238
287,88,229
240,78,213
83,47,53
253,76,198
708,22,311
128,1,128
714,56,406
550,56,52
626,72,612
508,59,109
961,12,729
388,39,299
507,96,75
756,29,248
21,19,9
540,14,342
337,92,134
223,15,221
724,6,374
25,23,19
939,85,887
797,38,184
734,71,682
912,42,732
481,85,223
463,25,167
698,53,75
122,89,74
959,21,473
457,94,370
82,63,69
267,14,36
453,5,97
71,65,61
980,85,544
360,50,57
723,54,319
453,12,54
52,47,3
53,28,25
396,52,358
789,74,545
547,60,506
672,99,61
808,94,40
610,87,553
159,81,88
231,29,136
273,71,78
835,67,604
848,66,429
950,42,472
164,33,80
711,88,62
389,52,384
367,100,82
479,94,98
62,23,59
608,41,60
814,44,653
994,9,275
972,86,541
24,16,20
313,35,23
853,15,352
941,7,934
464,36,391
941,94,272
415,66,309
324,55,228
420,86,366
495,80,100
712,69,197
560,6,52
332,16,98
305,96,207
726,81,427
402,29,140
594,94,180
632,41,422
662,8,61
736,93,15
44,17,3
837,67,738
141,67,89
841,88,648
403,18,172
32,3,4
69,28,45
49,41,23
197,15,40
993,44,442
336,45,188
380,60,104
420,85,6
151,70,137
705,100,81
511,94,125
502,51,99
37,12,19
4,4,2
988,31,623
757,52,187
471,81,373
681,88,218
233,2,211
522,52,62
392,100,303
483,33,255
505,60,89
686,6,146
622,93,291
591,59,36
943,99,416
901,91,732
559,59,452
293,80,164
178,46,4
18,4,9
962,75,53
990,93,427
820,53,461
612,41,224
446,91,99
13,7,6
66,34,13
295,20,36
297,59,254
374,10,278
620,61,405
217,69,217
217,13,72
992,83,807
581,54,436
568,28,255
766,76,246
917,13,287
961,63,289
104,37,91
105,91,70
946,87,791
232,63,135
464,93,179
436,18,349
59,55,16
843,89,297
403,59,277
695,34,590
38,28,16
955,31,568
8,8,4
653,83,222
182,82,77
465,36,427
635,80,623
810,26,565
583,26,184
479,56,207
932,28,46
150,88,24
821,68,83
584,17,330
521,77,409
706,10,542
158,91,77
892,47,700
646,2,269
327,26,192
543,7,243
908,8,426
80,65,40
817,65,31
84,23,60
856,79,363
468,45,131
982,72,143
3,1,3
830,58,523
297,6,188
97,90,79
224,85,222
311,21,134
587,27,30
847,20,562
306,68,171
54,19,35
813,17,9
393,39,103
683,20,322
666,82,655
296,66,191
32,23,7
754,84,505
436,5,12
960,8,842
775,54,119
837,22,26
333,8,317
844,79,267
116,8,9
778,7,601
996,38,583
507,53,172
966,79,878
795,29,604
252,8,220
343,80,24
197,28,74
866,39,565
21,18,2
383,21,266
185,78,141
951,60,768
130,42,13
290,82,89
876,13,649
395,45,294
757,94,725
569,68,213
131,12,117
246,17,79
905,71,621
612,65,257
356,84,23
581,16,553
834,76,616
990,64,804
243,19,81
564,68,439
698,77,97
981,90,476
887,23,533
235,64,140
361,19,231
216,30,171
560,2,97
374,89,185
703,24,694
204,51,162
545,4,113
73,53,67
231,3,221
193,22,104
234,100,123
942,37,120
152,15,70
248,21,199
954,22,806
808,68,19
329,31,41
77,68,61
959,21,473
937,1,937
234,80,167
16,10,1
694,40,239
784,69,683
431,46,82
617,83,411
654,55,611
736,97,547
358,7,267
914,64,680
208,35,1
661,15,475
549,61,166
601,81,233
298,63,56
207,65,123
600,37,406
905,78,572
392,76,311
181,19,163
265,9,16
301,40,117
650,25,431
362,92,339
945,43,378
914,93,41
752,45,275
582,14,374
837,27,376
746,96,746
221,83,20
469,79,109
574,96,568
655,92,87
902,68,405
296,79,45
887,79,190
781,33,101
996,99,821
127,31,20
108,42,47
632,44,506
660,3,383
137,49,50
538,24,383
139,39,48
838,30,610
589,74,129
633,94,155
81,42,45
762,27,732
543,80,300
519,37,202
238,94,214
438,2,365
369,51,249
739,100,590
79,39,54
430,37,228
929,65,297
800,32,581
584,11,512
301,86,129
544,36,263
208,2,161
61,26,58
310,44,266
242,42,197
347,48,162
717,2,411
905,69,631
140,27,21
193,90,28
874,71,201
404,72,282
251,33,73
216,16,140
169,67,109
229,89,34
371,38,218
28,15,4
945,30,255
353,46,41
372,45,28
984,56,352
515,22,310
155,96,28
119,44,37
732,56,694
343,11,104
278,38,218
134,37,10
235,77,227
262,88,219
717,15,640
848,93,99
400,81,261
929,51,235
175,66,51
699,73,381
568,87,421
954,45,902
255,15,237
162,34,24
848,79,583
50,19,12
148,20,106
618,92,505
744,87,53
567,98,202
988,96,808
437,35,252
823,40,60
501,75,245
256,66,39
3,3,2
851,80,207
253,71,236
548,76,29
414,35,295
226,76,64
276,37,102
795,25,470
236,7,8
202,55,1
477,62,459
581,93,96
816,15,627
313,100,129
908,60,50
299,33,289
667,25,196
333,88,261
104,78,29
738,47,721
382,81,363
916,30,322
778,82,501
320,18,127
571,87,112
839,43,292
116,50,29
417,89,46
7,7,5
546,19,154
187,58,10
333,93,249
744,45,661
963,47,332
599,97,528
621,27,339
875,79,127
350,18,335
868,24,814
848,99,837
63,34,41
548,75,88
889,48,101
396,34,8
678,87,28
602,14,55
557,98,347
80,58,34
242,71,195
100,90,52
813,49,477
193,20,168
44,30,4
131,68,59
995,71,364
679,92,288
773,10,487
423,85,261
98,75,24
426,50,204
349,50,218
337,30,299
474,24,351
891,74,553
763,37,337
441,66,317
791,79,180
389,77,178
543,58,133
783,17,312
477,50,32
201,98,80
834,2,645
459,43,336
150,45,113
846,84,232
745,22,398
333,39,297
577,87,57
346,9,114
702,80,667
579,86,170
767,1,767
54,53,11
260,67,58
99,79,45
648,5,529
889,54,438
354,18,56
565,35,243
147,32,67
684,57,261
40,36,10
770,32,403
180,13,180
108,74,90
23,2,15
705,15,460
917,41,669
808,86,620
730,66,509
186,32,157
453,40,231
312,51,66
621,72,252
140,26,1
519,62,75
538,64,63
162,1,162
287,37,228
789,91,636
745,44,708
544,90,406
654,25,531
738,40,569
628,53,355
309,23,277
371,68,200
576,58,366
120,40,20
333,74,116
855,46,285
778,8,241
554,49,554
630,48,485
806,12,596
612,21,178
645,89,435
971,3,517
727,24,566
372,97,357
299,34,187
746,76,242
754,94,443
651,94,562
109,39,1
719,28,663
318,42,38
894,77,54
151,31,64
851,85,540
615,74,241
757,21,490
718,46,282
788,97,257
385,33,64
951,64,249
600,74,347
606,41,585
621,94,284
547,96,216
95,7,15
357,34,198
23,16,4
972,26,334
426,75,181
529,32,375
235,40,149
914,89,462
8,4,6
449,79,366
64,42,55
345,19,276
754,22,596
665,63,203
545,24,6
310,31,98
996,32,621
975,73,638
259,43,118
586,87,256
795,62,282
945,48,12
847,26,707
263,81,253
37,17,9
982,47,248
378,29,226
347,36,188
560,27,452
712,64,637
372,35,8
830,50,383
732,84,145
856,80,607
784,92,449
946,13,664
961,68,695
61,7,19
605,46,367
305,25,45
546,80,540
630,94,505
390,64,278
489,68,77
102,32,100
260,88,43
980,21,914
740,13,471
300,37,123
477,1,477
893,25,390
670,2,317
503,40,323
150,55,126
14,8,7
840,90,509
112,82,3
964,62,194
375,47,201
399,52,117
169,36,8
12,10,5
987,33,724
719,41,636
419,23,311
722,9,410
575,20,65
87,85,32
464,14,273
972,58,685
114,73,37
898,88,455
963,81,302
66,57,43
613,41,265
391,34,234
456,28,189
78,38,23
111,35,46
984,86,595
524,55,455
962,18,611
970,16,863
464,6,28
97,2,67
157,81,84
55,46,47
378,72,359
965,48,7
917,100,238
860,42,317
707,97,612
91,67,58
999,24,241
824,92,101
856,79,363
917,78,598
353,94,245
566,66,26
548,28,254
186,65,131
810,21,23
448,8,78
891,37,86
354,38,294
727,59,123
14,12,8
318,98,14
183,53,171
554,25,416
236,74,20
373,16,35
101,15,57
923,67,352
212,37,161
259,48,155
37,14,24
601,87,374
190,26,147
210,19,135
624,17,410
828,3,88
528,14,174
604,4,349
940,50,581
616,51,321
706,81,240
970,2,917
144,80,31
348,16,6
321,16,248
514,8,105
624,55,236
725,15,37
27,21,18
627,84,175
364,1,364
744,77,13
65,29,38
145,75,46
138,12,68
774,81,572
336,37,181
645,29,519
32,11,19
928,98,334
129,29,3
529,52,426
534,14,258
632,84,595
847,100,308
256,10,38
938,65,882
881,12,670
62,60,50
762,49,340
836,26,421
146,91,54
283,95,49
574,2,125
438,3,250
966,47,473
199,68,113
111,17,27
481,73,227
292,33,58
200,32,25
742,31,668
147,6,115
192,8,162
317,99,50
34,2,5
23,19,2
499,76,494
120,41,63
428,19,335
573,69,234
253,21,53
954,44,670
964,55,63
4,1,4
749,9,653
378,100,60
906,56,704
80,7,3
538,65,61
188,73,89
362,84,166
180,64,126
64,36,50
811,78,111
195,14,176
936,57,83
762,60,483
298,30,80
409,75,161
860,68,199
674,81,411
972,90,642
714,6,314
555,51,144
637,98,444
842,60,481
877,71,414
901,3,307
684,44,163
961,79,483
419,17,37
954,60,948
983,64,356
945,46,836
431,80,89
745,92,675
691,2,359
410,84,345
103,52,76
879,48,508
837,76,7
500,9,226
730,87,314
132,70,77
690,83,609
229,36,187
119,88,118
553,55,443
95,19,1
766,70,435
29,19,8
285,88,53
377,33,184
39,20,35
643,36,266
875,42,73
871,9,132
772,20,659
247,79,241
637,40,612
981,77,158
797,2,571
36,1,36
119,50,61
724,76,47
167,73,152
863,79,53
802,17,635
866,3,202
33,2,3
257,83,132
697,95,173
442,68,152
999,100,776
308,2,105
591,75,463
617,24,571
855,23,661
57,29,50
119,32,97
281,25,41
325,18,217
798,55,618
516,99,48
318,53,280
324,88,127
410,42,269
409,63,390
455,76,13
33,9,16
711,52,13
383,12,75
772,32,467
705,63,671
121,79,17
419,90,171
720,93,712
143,73,99
890,13,831
526,2,29
612,62,168
396,5,246
793,27,12
865,38,259
641,98,197
501,86,469
15,10,7
611,80,563
172,19,165
807,76,206
238,27,41
731,63,157
6,6,4
51,13,18
838,75,655
749,64,81
900,11,375
729,41,324
357,58,59
867,10,622
672,34,486
404,95,306
953,68,151
55,46,47
455,7,136
321,75,119
816,59,750
552,54,6
318,25,54
787,90,610
557,84,224
515,61,226
530,43,445
734,22,156
452,2,393
506,63,121
972,2,921
351,53,19
390,88,231
348,25,131
610,50,138
661,84,453
65,32,57
370,33,325
963,42,56
175,60,41
792,12,428
208,78,172
797,10,727
691,73,491
61,3,44
470,12,258
214,89,36
752,13,627
265,34,156
191,75,149
577,81,63
419,99,254
151,32,45
901,45,365
603,83,467
313,2,115
641,38,43
619,29,393
631,69,5
43,3,37
886,28,587
712,90,582
389,89,377
58,12,35
48,8,25
970,37,191
39,24,12
373,46,233
908,62,476
347,67,135
753,26,630
961,12,729
64,52,24
77,20,2
593,53,331
697,92,569
979,48,679
612,46,78
460,13,322
625,65,484
332,77,116
935,92,634
199,64,12
260,5,191
783,45,126
97,2,67
453,2,395
429,95,181
558,36,214
790,3,773
128,71,3
733,66,707
880,51,457
521,86,145
314,75,230
462,11,197
685,80,1
687,50,72
589,24,493
156,10,73
682,27,15
595,40,161
678,14,474
12,11,6
515,98,508
841,49,190
566,82,416
47,3,2
269,47,30
938,21,32
43,13,10
7,1,7
575,60,514
396,94,171
966,6,77
893,30,538
416,27,391
825,36,210
413,54,210
22,22,7
352,68,351
359,28,304
154,37,20
662,94,285
231,12,92
263,21,263
116,85,65
324,95,304
9,1,9
575,31,74
56,42,20
962,12,741
638,22,128
905,39,315
425,17,139
464,76,236
157,64,7
488,81,313
421,70,3
928,83,292
445,19,224
10,4,5
843,62,807
829,100,188
360,53,138
928,20,411
404,58,107
680,42,429
218,49,182
903,59,759
302,99,118
11,8,9
613,40,274
744,28,641
207,34,70
241,77,214
182,85,90
732,72,111
505,87,294
843,68,746
779,91,509
252,49,215
334,100,288
105,86,68
679,95,528
902,86,152
719,2,415
544,32,321
131,54,28
730,91,567
153,91,90
307,43,204
88,57,71
217,63,90
550,62,391
678,47,25
85,56,63
945,59,471
772,57,165
558,7,348
251,40,57
872,99,641
757,10,327
755,70,425
869,55,362
127,17,58
808,39,794
361,62,306
954,48,444
429,14,228
229,26,120
755,26,682
807,89,397
361,31,344
165,21,78
145,4,91
101,15,57
380,52,298
388,7,103
26,1,26
486,43,77
10,9,7
121,73,76
60,13,22
481,67,35
659,38,69
177,20,33
806,17,703
192,70,106
57,17,18
360,43,151
149,89,35
467,65,464
19,4,13
577,92,312
47,6,27
755,42,730
128,90,67
445,41,211
782,95,90
314,21,197
937,80,835
205,100,80
497,93,364
441,32,434
376,23,116
418,31,175
555,87,411
58,52,20
388,74,223
515,52,219
991,41,862
73,9,11
837,72,612
929,37,578
315,27,185
893,74,701
376,95,369
852,2,681
24,22,4
50,4,47
2,2,1
22,7,17
324,84,71
